type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
Movie,Cheaper by the Dozen 2,Adam Shankman,"Steve Martin,Eugene Levy,Bonnie Hunt,Tom Welling,Piper Perabo,Carmen Electra","United States, Canada",2021-02-19,2005,PG,95,"Comedy,Family",The Bakers go toe-to-toe against the Murtaughs in the ultimate inter-family battle.
Movie,Flora & Ulysses,Lena Khan,"Matilda Lawler,Alyson Hannigan,Ben Schwartz,Anna Deavere Smith,Danny Pudi,Benjamin Evan Ainsworth",United States,2021-02-19,2021,PG,95,"Comedy,Coming of Age,Drama",Comic book fan Flora saves a squirrel whose superhero powers bring hope and wonder to her family.
Movie,The Book of Life,Jorge R. Gutiérrez,"Diego Luna,Zoe Saldana,Channing Tatum,Ron Perlman,Christina Applegate,Ice Cube",0,2021-02-19,2014,PG,101,"Action-Adventure,Animation,Comedy",A young man embarks on a journey that spans three fantastical worlds.
TV Show,The Muppet Show,0,"Jim Henson,Frank Oz,Dave Goelz,Richard Hunt,Eren Ozker,John Lovelady","United States, United Kingdom",2021-02-19,1976,TV-PG,5,"Comedy,Family,Variety",It's time to raise the curtain on The Muppet Show!
TV Show,Marvel Battleworld: Mystery of the Thanostones,0,"Giles Panton,Rebecca Shoichet,Jesse Inocalla,Brad Swaile,Deven Mack,Ian Hanlin",United States,2021-02-12,2020,TV-Y7-FV,1,"Action-Adventure,Animation,Fantasy",Iron Man and Captain Marvel team up to stop Thanos!
Movie,Marvel's Behind the Mask,0,0,0,2021-02-12,2021,TV-14,65,"Anthology,Documentary",A documentary special exploring the power of identity behind superheroes we know and love today.
Movie,Rodgers & Hammerstein's Cinderella,Robert Iscove,"Brandy Norwood,Whitney Houston,Bernadette Peters,Paolo Montalbán,Whoopi Goldberg,Victor Garber",0,2021-02-12,1997,G,86,"Comedy,Family,Fantasy",History’s most enduring fairy tale returns with a thoroughly modern twist.
Movie,You Again,Andy Fickman,"Kristen Bell,Sigourney Weaver,Jamie Lee Curtis,Odette Yustman,Kristin Chenoweth,Victor Garber",United States,2021-02-12,2010,PG,106,Comedy,An unlikely reunion causes high school drama to resurface between a nice girl and her arch nemesis.
Movie,Disney My Music Story: Yoshiki,Kentaro Takayanagi,YOSHIKI,"United States, Japan",2021-02-05,2019,TV-PG,48,"Biographical,Documentary,Music",Yoshiki from “X Japan” performs two Disney songs and talks about his music.
Movie,Expedition Everest,Katie Bauer Murdock,Tate Donovan,United States,2021-02-05,2020,TV-PG,45,"Animals & Nature,Documentary",Scientists and Sherpas team up on Mount Everest to install the highest weather station in the world.
Movie,Upside-Down Magic,Joe Nussbaum,"Izabela Rose,Siena Agudong,Kyle Howard,Elie Samouhi,Alison Fernandez,Max Torina","United States, Canada",2021-02-05,2020,TV-PG,97,"Coming of Age,Fantasy",Nory enters the Sage Academy for Magical Studies!
TV Show,Wicked Tuna: Outer Banks,0,Bill Ratner,0,2021-02-05,2013,TV-14,7,"Animals & Nature,Docuseries,Family",Fishermen venture to North Carolina’s Outer Banks to battle for the ocean’s most lucrative prize.
TV Show,Dinosaurs,0,0,United States,2021-01-29,1991,TV-PG,4,"Comedy,Family",Dinosaurs raise a family during the Stone Age.
Movie,Texas Storm Squad,Natalie Hewit,Sam Douglas,0,2021-01-29,2020,TV-14,44,Documentary,An elite search and rescue team battles to save lives during record-breaking Storm Imelda.
TV Show,Pixar Popcorn,0,"Ellen DeGeneres,Craig T. Nelson,Holly Hunter,Keegan-Michael Key,Jordan Peele",United States,2021-01-22,2021,TV-PG,1,"Animation,Anthology,Family",Grab a quick snack of Pixar with this collection of mini shorts starring your favorite characters.
Movie,Wild Uganda,Harald Pokieser,Russell Boulter,0,2021-01-22,2018,TV-PG,45,"Animals & Nature,Documentary",Uganda boasts one of the most diverse landscapes on Earth and wildlife is thriving.
TV Show,Elena of Avalor,0,"Aimee Carrero,Jenna Ortega,Keith Ferguson,Jillian Reed,Carlos Alazraqui,Mikey Kelley",United States,2021-01-15,2015,TV-Y7,3,"Action-Adventure,Animation,Fantasy",Elena of Avalor must learn to rule!
Movie,Isle of Dogs,Wes Anderson,"Bryan Cranston,Koyu Rankin,Edward Norton,Bob Balaban,Jeff Goldblum,Bill Murray","United States, Germany, United Kingdom",2021-01-15,2018,PG-13,102,"Action-Adventure,Animation,Comedy","Set in Japan, ISLE OF DOGS follows a boy's odyssey in search of his dog."
Movie,Mary Poppins Returns,Rob Marshall,"Emily Blunt,Lin-Manuel Miranda,Ben Whishaw,Emily Mortimer,Julie Walters,Pixie Davies","United States, United Kingdom",2021-01-15,2018,PG,140,"Family,Fantasy,Musical",Mary Poppins is back to help the Banks family in this reimagined classic.
TV Show,WandaVision,0,"Elizabeth Olsen,Paul Bettany,Teyonah Parris,Kathryn Hahn,Randall Park,Kat Dennings",United States,2021-01-15,2021,TV-14,1,"Drama,Fantasy,Mystery",Two super-powered beings living idealized suburban lives suspect that everything is not as it seems.
TV Show,Disney Fam Jam,0,"Phil Wright,Ariel Martin,Trevor Tordjman",United States,2021-01-08,2020,TV-G,1,"Family,Game Show / Competition,Reality",Families across America compete in epic dance battles!
Movie,Ferdinand,Carlos Saldanha,"Jack Gore,Jet Jurgensmeyer,Nile Diaz,Colin H. Murphy,Carlos Saldanha,Jeremy Sisto","United States, Spain",2021-01-08,2017,PG,111,"Action-Adventure,Animation,Comedy","Ferdinand, a peace-loving bull, rallies a misfit team of friends on the ultimate adventure home."
TV Show,Marvel Studios LEGENDS,0,0,United States,2021-01-08,2021,TV-14,1,"Action-Adventure,Docuseries,Fantasy",Marvel Studios LEGENDS celebrates the heroes and villains of the highly anticipated Disney+ shows.
Movie,Toy Story: That Time Forgot,Steve Purcell,"Tom Hanks,Tim Allen,Kristen Schaal,Kevin McKidd,Emily Hahn,Wallace Shawn",United States,2021-01-08,2014,TV-G,22,"Action-Adventure,Animation,Comedy",The Toy Story crew meet a delusional set of action figures.
Movie,700 Sharks,Luc Marescot,Paul Bandey,France,2021-01-01,2018,TV-PG,45,"Animals & Nature,Documentary",Follow an international team of scientists in Polynesia as they study a school of 700 sharks.
Movie,Big Sharks Rule,0,Lance Lewman,0,2021-01-01,2018,TV-14,45,"Animals & Nature,Documentary","In the waters of South Africa, sharks reign supreme."
Movie,Dr. Seuss' Horton Hears a Who!,"Jimmy Hayward, Steve Martino","Jim Carrey,Steve Carell,Will Arnett,Seth Rogen,Isla Fisher,Amy Poehler",United States,2021-01-01,2008,G,88,"Animation,Comedy,Family",Horton must save a civilization living on a speck of dust from those who don't believe they exist.
Movie,Great Shark Chow Down,Mark Woodward,Dan Nachtrab,0,2021-01-01,2019,TV-PG,45,"Animals & Nature,Documentary",Great Shark Chow Down – prepare for a feast of extraordinary shark-feeding events.
Movie,Mega Hammerhead,"Brandon Hill, Marc Ostrick",Neil Hammerschlag,United States,2021-01-01,2016,TV-PG,43,"Animals & Nature,Documentary",Dr. Neil Hammerschlag and his team are setting off on a quest to learn more the Great Hammerhead.
Movie,Burrow,Madeline Sharafian,0,United States,2020-12-25,2020,G,6,"Animation,Family",A rabbit attempts to dig a burrow and learns there’s no shame in asking for help.
TV Show,Cosmos: Possible Worlds,0,Neil deGrasse Tyson,United States,2020-12-25,2020,TV-14,1,"Action-Adventure,Docuseries,Family",COSMOS: POSSIBLE WORLDS continues Carl Sagan’s legacy that began more than 40 years ago.
TV Show,Disney Gallery / Star Wars: The Mandalorian,0,"Jon Favreau,Dave Filoni,Pedro Pascal,Bryce Howard,Taika Waititi,Carl Weathers",United States,2020-12-25,2020,TV-PG,2,"Action-Adventure,Docuseries,Family",DISNEY GALLERY / STAR WARS: THE MANDALORIAN is a docuseries about the making of The Mandalorian.
Movie,Max Keeble's Big Move,Tim Hill,"Alex D. Linz,Larry Miller,Jamie Kennedy,Zena Grey,Josh Peck,Nora Dunn",United States,2020-12-25,2001,PG,88,"Comedy,Family","After a week of creating mayhem, Max has to face the consequences."
Movie,Soul,Pete Docter,"Jamie Foxx,Tina Fey,Angela Bassett,Ahmir-Khalib ""Questlove"" Thompson,Phylicia Rashad,Daveed Diggs",United States,2020-12-25,2020,PG,107,"Animation,Comedy,Family","Jamie Foxx stars in Pixar’s ""Soul,"" a comedy about what makes you... YOU."
Movie,Arendelle Castle Yule Log,0,0,United States,2020-12-18,2020,TV-G,180,"Animation,Family",Set the wintry mood for your holiday celebration with Anna and Elsa’s Arendelle Castle yule log.
Movie,Buried Truth of the Maya,0,Josh Bernstein,United States,2020-12-18,2020,TV-PG,48,"Documentary,Historical",A high-tech archaeological team explores the hidden secrets of Chichen Itza.
TV Show,Disney Parks Sunrise Series,0,0,0,2020-12-18,2021,TV-G,1,"Animals & Nature,Docuseries,Family","An inspiring view of Disney Parks few have experienced before, at sunrise. Previously Recorded."
Movie,Dory's Reef Cam,Michal Makarewicz,0,United States,2020-12-18,2020,TV-G,182,"Animation,Family",Dive into the waters below and watch the aquatic wildlife from the world of Nemo and Dory.
Movie,Into the Woods,Rob Marshall,"Meryl Streep,Emily Blunt,James Corden,Anna Kendrick,Chris Pine,Tracey Ullman",United States,2020-12-18,2014,PG,126,"Action-Adventure,Fantasy,Musical",A baker and his wife's desperation to have a child sends them on a quest to reverse a witch’s curse.
Movie,"Miraculous World: New York, United Heroez",Thomas Astruc,"Cristina Vee,Bryce Papenbrook,Keith Silverstein,Carrie Keranen,Selah Victor,Sabrina Weisz","United Kingdom, United States, France",2020-12-18,2020,TV-Y7-FV,60,"Action-Adventure,Animation,Fantasy",Marinette’s class is headed to New York!
TV Show,On Pointe,0,0,United States,2020-12-18,2020,TV-PG,1,"Docuseries,Family",On Pointe follows students during a season in the School of American Ballet (SAB) in New York City.
TV Show,Wild Nordic,0,Dan Nachtrab,0,2020-12-18,2019,TV-PG,1,"Animals & Nature,Docuseries,Reality","As seen by the Viking gods, the fabled wildernesses of Norway, Finland and Sweden are revealed."
Movie,Disney Channel's Epic Holiday Showdown,0,0,United States,2020-12-11,2020,TV-G,50,"Fantasy,Variety",DC stars try to save the holidays from Scrooge.
Movie,Disney Holiday Magic Quest,0,0,United States,2020-12-11,2020,TV-G,46,Movies,ZOMBIES stars race to save the holiday magic!
Movie,Gender Revolution: A Journey With Katie Couric,0,Katie Couric,United States,2020-12-11,2017,TV-14,93,Documentary,Katie Couric explores questions about gender identity with experts and everyday people.
Movie,High School Musical: The Musical: The Holiday Special,0,"Olivia Rodrigo,Joshua Bassett,Sofia Wylie,Matt Cornett,Larry Saperstein,Julia Lester",United States,2020-12-11,2020,TV-G,46,"Drama,Music,Romance",The cast of High School Musical: The Musical: The Series celebrates the holidays with music & more!
Movie,Ralph Breaks the Internet,"Rich Moore, Phil Johnston","John C. Reilly,Sarah Silverman,Gal Gadot,Jane Lynch,Jack McBrayer,Alan Tudyk",United States,2020-12-11,2018,PG,116,"Action-Adventure,Animation,Comedy",Ralph and Vanellope are swept into the internet.
Movie,Safety,Reginald Hudlin,"Jay Reeves,Thaddeus J. Mixson,Corinne Foxx,Matthew Glave,James Badge Dale,Hunter Sansone",United States,2020-12-11,2020,PG,123,"Biographical,Drama,Sports",A drama inspired by the empowering story of former Clemson University safety Ray McElrathbey.
Movie,Anastasia,"Don Bluth, Gary Goldman","Meg Ryan,John Cusack,Kelsey Grammer,Christopher Lloyd,Hank Azaria,Bernadette Peters",United States,2020-12-04,1997,G,95,"Animation,Family,Fantasy","A girl heads to Paris to learn if she is the long lost princess, Anastasia."
Movie,Godmothered,Sharon Maguire,"June Squibb,Jillian Bell,Jane Curtin,Carlease Burke,Sonia Manzano,Erica Parks",United States,2020-12-04,2020,PG,113,"Comedy,Family,Fantasy",An inexperienced fairy godmother-in-training tries to prove that people still need fairy godmothers.
Movie,Man vs. Shark,0,"Jeremiah Sullivan,Dave Hoffman",United States,2020-12-04,2019,TV-PG,45,"Animals & Nature,Documentary",Marine biologist attempts to get bitten by a deadly tiger shark and survive
Movie,Mulan,Niki Caro,"Yifei Liu,Donnie Yen,Gong Li,Jet Li,Jason Lee,Yoson An","United States, Canada, Hong Kong",2020-12-04,2020,PG-13,117,"Action-Adventure,Coming of Age,Drama",A young woman risks it all to be a great Chinese warrior in Disney’s MULAN.
Movie,Sky High,Mike Mitchell,"Kelly Preston,Lynda Carter,Michael Angarano,Danielle Panabaker,Mary Elizabeth Winstead,Bruce Campbell",United States,2020-12-04,2005,PG,101,"Action-Adventure,Comedy,Family",It takes inner and outer strength to make a name for yourself when you're the son of heroes.
Movie,The Disney Holiday Singalong,0,"Ryan Seacrest,Andrea Bocelli,BTS ,Michael Bublé,Ciara ,Chloe x Halle",United States,2020-12-04,2020,TV-G,45,"Family,Music,Variety",A festive musical event with more Disney melodies and classic holiday songs.
Movie,The Nutcracker and the Four Realms,"Lasse Hallström, Joe Johnston","Keira Knightley,Mackenzie Foy,Eugenio Derbez,Jayden Fowora-Knight,Matthew Macfadyen,Richard Grant",United States,2020-12-04,2018,PG,101,"Action-Adventure,Family,Fantasy",From Disney comes the reimagined tale of The Nutcracker.
Movie,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Miguel Arteta,"Steve Carell,Jennifer Garner,Ed Oxenbould,Dylan Minnette,Kerris Dorsey,Jennifer Coolidge",United States,2020-11-27,2014,PG,83,"Comedy,Coming of Age,Family",It's one calamity after another during the worst day of Alexander's life.
Movie,Black Beauty,Ashley Avis,"Mackenzie Foy,Kate Winslet,Iain Glen,Calam Lynch,Claire Forlani,Fern Deacon",United States,2020-11-27,2020,TV-PG,111,"Animals & Nature,Coming of Age,Drama",A wild horse and a teenage girl forge an unbreakable bond which keeps them connected for a lifetime.
Movie,From Our Family to Yours,Angela Affinita,0,United Kingdom,2020-11-27,2020,TV-G,3,"Animation,Family","A granddaughter brings joy on Christmas by mending a beloved Mickey, evoking memories of the past."
TV Show,Once Upon a Time in Wonderland,0,"Sophie Lowe,Michael Socha,Peter Gadiot,Emma Rigby,Naveen Andrews,John Lithgow","Canada, United States",2020-11-27,2013,TV-PG,1,"Action-Adventure,Fantasy,Soap Opera / Melodrama",Alice tells a tale of a strange new land.
TV Show,Party Animals,0,0,0,2020-11-27,2016,TV-G,1,"Animals & Nature,Kids,Music",This music video series captures the funny moments animals have in their day-to-day lives.
Movie,Folklore: the long pond studio sessions,0,"Taylor Swift,Aaron Dessner,Jack Antonoff,Justin Vernon",United States,2020-11-25,2020,TV-14,107,"Documentary,Music",An intimate musical concert featuring Taylor Swift performing every song from “folklore.”
TV Show,Bia,0,"Isabela Souza,Giulia Guerrini,Julio Peña,Guido Messina,Andrea de Alba,Agustina Palma",Argentina,2020-11-20,2019,TV-G,1,"Coming of Age,Drama,Music","Bia is filled with passion, after the loss of her sister she will rediscover music and find love."
TV Show,Marvel's 616,0,0,United States,2020-11-20,2020,TV-14,1,"Anthology,Docuseries",An anthology documentary series exploring the impact of the Marvel Comics Universe.
Movie,Planes,Klay Hall,"Dane Cook,Stacy Keach,Brad Garrett,Teri Hatcher,Julia Louis-Dreyfus,Priyanka Chopra",United States,2020-11-20,2013,PG,94,"Action-Adventure,Animation,Comedy",A crop duster takes on the world’s fastest in the greatest air race ever.
Movie,Planes: Fire & Rescue,Bobs Gannaway,"Dane Cook,Ed Harris,Julie Bowen,Curtis Armstrong,John Higgins,Hal Holbrook",United States,2020-11-20,2014,PG,85,"Action-Adventure,Animation,Comedy",Air racer Dusty teams up with a dynamic crew of flying firefighters.
Movie,The Real Right Stuff,0,0,United States,2020-11-20,2020,TV-PG,90,"Documentary,Historical",The Real Right Stuff tells the story of the nation’s first astronauts.
TV Show,The Wonderful World of Mickey Mouse,0,"Chris Diamantopoulos,Kaitlyn Robrock,Bill Farmer,Tony Anselmo,Tress MacNeille",United States,2020-11-18,2020,TV-G,1,"Action-Adventure,Animation,Anthology",It's nothing but fun for Mickey and friends as they embark on their greatest adventures yet.
Movie,LEGO Star Wars Holiday Special,Ken Cunningham,"Helen Sadler,Omar Miller,Jake Green,Kelly Marie Tran,Trevor Devall,Matt Sloan",United States,2020-11-17,2020,TV-Y7-FV,48,"Action-Adventure,Animation,Comedy","On the festive Life Day, Rey and BB-8 embark on an epic adventure across Star Wars history."
Movie,Home Alone,Chris Columbus,"Macaulay Culkin,Joe Pesci,Daniel Stern,John Heard,Roberts Blossom,Catherine O'Hara",United States,2020-11-13,1990,PG,103,"Comedy,Family","When Kevin is home while his family goes on a Christmas trip, he must defend his home from burglars."
Movie,Home Alone 2: Lost in New York,Chris Columbus,"Macaulay Culkin,Joe Pesci,Daniel Stern,John Heard,Devin Ratray,Catherine O'Hara",United States,2020-11-13,1992,PG,121,"Comedy,Family",Kevin is home alone in NYC but won't be for long since the Wet Bandits are also in the Big Apple.
Movie,Home Alone 3,Raja Gosnell,"Alex D. Linz,Haviland Morris,Olek Krupa",United States,2020-11-13,1997,PG,103,"Comedy,Family","A gang of criminals come up against 8 year-old Alex Pruitt, who is home alone with the chicken pox."
TV Show,Inside Pixar,0,0,United States,2020-11-13,2020,TV-PG,1,"Docuseries,Family","An inside look at the people, artistry, and culture of Pixar Animation Studios."
Movie,Petra: Secrets of the Ancient Builders,"Thierry Fessard, Yohann Thiriet",Bert Morris,United Arab Emirates,2020-11-13,2019,TV-G,45,"Documentary,Historical","Discover the technical prowess behind Petra, a wonder in the middle of the desert."
Movie,Ultimate Viking Sword,Peter Yost,Jay Sanders,0,2020-11-13,2019,TV-PG,45,"Documentary,Historical","National Geographic reconstructs the Ulfberht, a Viking warrior’s ultimate weapon."
Movie,Disney's A Christmas Carol,Robert Zemeckis,"Jim Carrey,Gary Oldman,Colin Firth,Bob Hoskins,Robin Penn,Cary Elwes",United States,2020-11-06,2009,PG,97,"Animation,Fantasy",Three ghosts take Ebenezer Scrooge on an eye-opening journey.
TV Show,Fancy Nancy (Shorts),0,"Mia Sinclair Jenness,Dana Heath,Spencer Moss,Alyson Hannigan",0,2020-11-06,2019,TV-Y,1,"Animation,Kids",Follow Nancy as she shows you how to be more Fancy!
TV Show,Goldie & Bear,0,"Georgie Kidder,Justine Huxley,Natalie Lander,Jim Cummings,David Kaufman,David Lodge",United States,2020-11-06,2015,TV-Y,2,"Action-Adventure,Animation,Buddy",Goldie and Bear go on adventures in Fairytale Forest.
Movie,Mr. Magoo,Stanley Tong,"Leslie Nielsen,Kelly Lynch,Ernie Hudson,Stephen Tobolowsky,Nick Chinlund,Matt Keeslar",United States,2020-11-06,1997,PG,88,"Action-Adventure,Comedy,Crime",Clueless Mr. Magoo sets out to get back a stolen precious gem.
Movie,Prep & Landing,"Kevin Deters, Stevie Wermers-Skelton","Dave Foley,Sarah Chalke,Mason Cotton,Lino DiSalvo,Derek Richardson,William Sheppard",United States,2020-11-06,2009,TV-G,23,"Animation,Family,Fantasy",An elite elf unit ensures homes around the world are prepared for Santa.
Movie,Prep & Landing: Naughty vs. Nice,"Kevin Deters, Stevie Wermers-Skelton","Dave Foley,Derek Richardson,Sarah Chalke,Rob Riggle,Chris Parnell,W. Sheppard",United States,2020-11-06,2011,TV-G,23,"Animation,Family,Fantasy",Wayne and Lanny race to save Christmas!
Movie,Disney Channel Halloween House Party,Trevor Moore,"Tobie Windham,Raphael Alejandro,Suzi Barrett,Isaac Ryan Brown,Kylie Cantrall,Scarlett Estevez",United States,2020-10-30,2020,TV-G,23,"Comedy,Variety","Disney Channel Stars celebrate Halloween in a sketch comedy special with tricks, treats, and more!"
TV Show,The Mandalorian,0,"Pedro Pascal,Carl Weathers,Gina Carano,Omid Abtahi,Nick Nolte",United States,2020-10-30,2019,TV-14,2,"Action-Adventure,Family,Science Fiction","After the fall of the Empire, a lone gunfighter makes his way through the lawless galaxy."
Movie,The Sorcerer's Apprentice,Jon Turteltaub,"Nicolas Cage,Jay Baruchel,Alfred Molina,Teresa Palmer,Monica Bellucci,Omar Miller",United States,2020-10-30,2010,PG,111,"Action-Adventure,Fantasy",A modern-day sorcerer must make his seemingly average recruit into the ultimate apprentice.
TV Show,X-Ray Earth,0,0,United States,2020-10-30,2020,TV-PG,1,"Animals & Nature,Docuseries,Reality",What if we could x-ray the Earth to reveal the origins of natural disasters? Now we can.
TV Show,Gathering Storm,0,Tucker McDougall,United States,2020-10-23,2020,TV-PG,1,"Animals & Nature,Docuseries","Witness first hand stories combined with scientific insight, analysis and satellite mapping."
TV Show,India From Above,0,Dev Patel,0,2020-10-23,2019,TV-PG,1,"Docuseries,Reality","India From Above, a two-part aerial documentary of a nation and its people."
TV Show,Marvel Super Hero Adventures,0,0,United States,2020-10-23,2017,TV-Y,4,"Action-Adventure,Animation,Kids",Spider-Man sets off on adventures with Marvel heroes!
Movie,Once Upon a Snowman,"Dan Abraham, Trent Correy","Josh Gad,Idina Menzel,Kristen Bell,Jonathan Groff,Chris Williams",United States,2020-10-23,2020,TV-PG,12,"Animation,Comedy,Coming of Age",This new short film follows Olaf’s first steps as he comes to life and searches for his identity.
Movie,Pompeii: Secrets Of The Dead,Ben Finney,Maite Jauregui,United States,2020-10-23,2019,TV-PG,45,"Documentary,Historical",Forensic experts scan Pompeii’s victims to investigate why they didn’t escape the eruption.
Movie,Toy Story of Terror!,Angus MacLane,"Tom Hanks,Tim Allen,Joan Cusack,Carl Weathers,Stephen Tobolowsky,Timothy Dalton",United States,2020-10-23,2013,TV-G,22,"Animation,Comedy,Family",Join the Toy Story gang in a frighteningly fun animated adventure.
Movie,Beverly Hills Chihuahua,Raja Gosnell,"Piper Perabo,Manolo Cardona,Jamie Curtis,Jose Yazpik,Maury Sterling,Jesus Ochoa","United States, Mexico",2020-10-16,2008,PG,95,"Action-Adventure,Comedy,Family","Papi has to rescue his true love, Chloe, when she gets lost in Mexico."
Movie,Clouds,Justin Baldoni,"Fin Argus,Sabrina Carpenter,Madison Iseman,Neve Campbell,Tom Scott,Lil Rel Howery",United States,2020-10-16,2020,PG-13,122,"Biographical,Drama,Music",A young musician with months to live turns to music to make the most of the time he has left.
Movie,Lost on Everest,Renan Ozturk,Tate Donovan,United States,2020-10-16,2020,TV-14,60,"Animals & Nature,Documentary,Survival",The quest to reveal what happened to the explorers who first set out to summit Mt. Everest.
Movie,Marvel's Iron Man & Captain America: Heroes United,Leo Riley,"Adrian Pasdar,Roger Smith,Fred Tatasciore,David Kaye,Liam O'Brien,Clancy Brown",United States,2020-10-16,2014,PG,72,"Action-Adventure,Animation,Science Fiction",Iron Man and Captain America battle the Red Skull and Taskmaster.
TV Show,Meet The Chimps,0,Jane Lynch,United States,2020-10-16,2020,TV-PG,1,"Animals & Nature,Docuseries,Family","Meet the Chimps takes viewers inside the secret life of Chimp Haven, a unique wildlife sanctuary."
TV Show,The Rocketeer,0,"Kitana Turnbull,Billy Campbell,Kathy Najimy,Callan Farris,Frank Welker",United States,2020-10-16,2019,TV-Y,1,"Action-Adventure,Animation,Kids",Kit becomes a rocket-pack wearing superhero!
Movie,Oil Spill of The Century,0,Loïck Peyron,0,2020-10-09,2019,TV-PG,45,"Documentary,Historical",Loïck Peyron investigates the 1978 Amoco Cadiz oil spill and its impact.
Movie,The Chronicles Of Narnia: The Voyage of the Dawn Treader,Michael Apted,"Georgie Henley,Skandar Keynes,Ben Barnes,Will Poulter,Tilda Swinton","United States, United Kingdom",2020-10-09,2010,PG,113,"Action-Adventure,Family,Fantasy",Three heroes sail with King Caspian to help Narnian lords banished by an evil usurper of the throne.
TV Show,The Right Stuff,0,"Jake McDorman,Patrick Adams,Colin O’Donoghue,Eloise Mumford,James Lafferty,Nora Zehetner",United States,2020-10-09,2020,TV-14,1,"Drama,Historical",The incredible story of the Mercury Seven astronauts and their extraordinary achievements.
Movie,Wild Portugal,Christian Baumeister,Bart Thomasson,0,2020-10-09,2020,TV-14,45,"Animals & Nature,Documentary,Family",Explore a rugged world where diverse species fight for survival.
Movie,X2,Bryan Singer,"Patrick Stewart,Hugh Jackman,Ian McKellen,Halle Berry,Famke Janssen,James Marsden","Canada, United States",2020-10-09,2003,PG-13,134,"Action-Adventure,Family,Science Fiction","X-Men newcomer, Night Crawler, joins Magneto to rescue their brethren and forestall a holocaust."
Movie,Mr. Holland's Opus,Stephen Herek,"Richard Dreyfuss,Glenne Headly,Jay Thomas,W.H. Macy,Alicia Witt,Jean Kelly",United States,2020-10-02,1996,PG,143,"Drama,Music",A musician finds his passion when he takes a “day job” as a music teacher.
Movie,Disneynature Oceans,"Jacques Perrin, Jacques Cluzaud","Pierce Brosnan,Lancelot Perrin","France, Switzerland, Spain, United States, United Arab Emirates",2020-09-25,2010,G,84,"Animals & Nature,Documentary,Family",Journey into the depths of a wonderland filled with beauty and power.
Movie,Hidden Figures,Theodore Melfi,"Taraji Henson,Octavia Spencer,Janelle Monáe,Kevin Costner,Kirsten Dunst,Jim Parsons",United States,2020-09-25,2016,PG,128,"Biographical,Drama,Family",A story about three women at NASA who helped launch John Glenn into orbit.
TV Show,Magic of Disney's Animal Kingdom,0,Josh Gad,United Kingdom,2020-09-25,2020,TV-PG,1,"Animals & Nature,Docuseries,Family",Magic of Disney’s Animal Kingdom goes backstage at Walt Disney World Resort. Narrated by Josh Gad.
Movie,Secret Society of Second-Born Royals,0,"Peyton Lee,Niles Fitch,Isabella Blake-Thomas,Olivia Deeble,Skylar Astin,Elodie Yung",United States,2020-09-25,2020,TV-PG,99,"Action-Adventure,Coming of Age,Family","Sam, a rebellious royal, learns she is part of the Secret Society of Second-Born Royals."
Movie,The Giant Robber Crab,Moritz Katz,Colin Solman,United States,2020-09-25,2019,TV-PG,44,"Animals & Nature,Documentary","As we follow the robber’s life cycle, we learn that crabs are much more than creepy crawlies."
TV Show,Wild Central America,0,Nigel Marven,0,2020-09-25,2020,TV-PG,1,"Action-Adventure,Animals & Nature,Docuseries",Presenter Nigel Marven discovers the colourful and varied wildlife and culture of Central America.
TV Show,Ancient China from Above,0,Dr. Allan Maca,United States,2020-09-18,2020,TV-14,1,"Docuseries,Historical",Archaeologist Allan Maca reveals the amazing wonders of Ancient China like never before.
TV Show,Becoming,0,0,United States,2020-09-18,2020,TV-PG,1,"Anthology,Docuseries,Family","Becoming chronicles the origin stories of world-class entertainers, musicians and athletes."
TV Show,Coop & Cami Ask The World,0,"Ruby Turner,Dakota Lotus,Olivia Sanabia,Albert Tsai,Paxton Booth,Rebecca Metz",United States,2020-09-18,2018,TV-G,2,"Comedy,Family,Kids","Cooper and Cami Wrather co-host ""Would You Wrather."""
TV Show,Europe from Above,0,Julian Barratt,United Kingdom,2020-09-18,2019,TV-G,1,"Docuseries,Reality",Europe from Above takes to the air over Europe’s finest cultural and geographical landmarks.
Movie,Ever After: A Cinderella Story,Andy Tennant,"Drew Barrymore,Anjelica Huston,Dougray Scott,Patrick Godfrey,Megan Dodds,Melanie Lynskey",United States,2020-09-18,1998,PG-13,122,"Drama,Romance",A young woman falls in love with a prince while pretending to be a princess.
TV Show,Kingdom of the Mummies,0,Kerry Shale,United States,2020-09-18,2020,TV-14,1,"Docuseries,Historical,Reality",A team of archaeologists uncover the first Egyptian funeral parlor ever found.
Movie,Morning Light,Mark Monroe,Patrick Warburton,United States,2020-09-18,2008,PG,99,"Documentary,Sports","Fifteen rookie sailors race to be part of the ""Morning Light"" crew."
Movie,Notre Dame: Race Against The Inferno,"Fabrice Gardel, Simon Kessler, Josselin Mahot",Paul Bandey,"United Kingdom, France",2020-09-18,2019,TV-PG,45,Documentary,"On April 15, 2019, Paris’ firefighters gave everything to save the Notre Dame cathedral."
TV Show,Once Upon a Time,0,"Ginnifer Goodwin,Jennifer Morrison,Robert Carlyle,Lana Parrilla,Jared Gilmore,Josh Dallas",United States,2020-09-18,2011,TV-PG,7,"Action-Adventure,Fantasy,Soap Opera / Melodrama",Fairy tale characters inhabit a land of good and evil.
